,x_query,y_query,x_train,y_train,Distance
Matches108,185.38841247558594,114.60726928710938,180.0994110107422,109.34728240966797,65.802734375
Matches109,186.40133666992188,84.79527282714844,180.66465759277344,78.9245834350586,215.5736541748047
Matches110,187.06423950195312,38.19261169433594,181.01885986328125,32.09883117675781,81.96340942382812
Matches111,187.06423950195312,38.19261169433594,181.01885986328125,32.09883117675781,90.63111877441406
Matches112,189.2380828857422,358.9036865234375,185.54847717285156,353.6567077636719,120.93800354003906
Matches113,189.46542358398438,83.30545806884766,183.93307495117188,77.80961608886719,186.70030212402344
Matches114,193.17291259765625,87.48607635498047,188.50399780273438,82.70220184326172,104.42700958251953
Matches115,193.62319946289062,335.0775451660156,191.474609375,335.38958740234375,216.19667053222656
Matches116,197.46067810058594,260.580322265625,192.21055603027344,256.24127197265625,95.9478988647461
Matches117,201.10940551757812,58.41069412231445,195.3548583984375,52.81875991821289,141.2727813720703
Matches118,201.59913635253906,252.8468017578125,196.9293670654297,248.5931854248047,218.29795837402344
Matches119,202.03395080566406,62.00062561035156,195.9761505126953,56.36575698852539,128.64291381835938
Matches120,204.55502319335938,248.81935119628906,199.57583618164062,242.1522674560547,191.84629821777344
Matches121,204.55502319335938,248.81935119628906,199.57583618164062,242.1522674560547,225.87164306640625
Matches122,204.91845703125,321.94775390625,200.8402099609375,317.9568176269531,133.11648559570312
Matches123,209.58493041992188,317.13055419921875,205.64813232421875,313.12890625,129.45655822753906
Matches124,209.83660888671875,260.5062561035156,204.9860076904297,254.79498291015625,241.53468322753906
Matches125,209.83660888671875,260.5062561035156,204.9860076904297,254.79498291015625,241.84912109375
Matches126,210.14955139160156,234.6018524169922,205.14060974121094,229.8224639892578,214.00466918945312
Matches127,212.34584045410156,313.3804626464844,208.43276977539062,309.3233642578125,109.98181915283203
Matches128,213.22300720214844,240.89393615722656,208.6395721435547,235.41937255859375,198.72091674804688
Matches129,214.77110290527344,254.33734130859375,210.34043884277344,247.8180694580078,238.11972045898438
Matches130,215.9218292236328,318.833251953125,212.046630859375,314.8369140625,138.917236328125
Matches131,215.98086547851562,330.9656066894531,212.6048583984375,327.79986572265625,186.80203247070312
Matches132,219.59735107421875,274.2233581542969,215.3941192626953,270.0553283691406,192.6213836669922
Matches133,224.3334197998047,252.97589111328125,220.2775421142578,246.4932861328125,171.01754760742188
Matches134,224.3334197998047,252.97589111328125,220.2775421142578,246.4932861328125,183.80152893066406
Matches135,229.2669219970703,269.479248046875,226.34707641601562,263.41802978515625,177.34429931640625
Matches139,241.6326141357422,142.18470764160156,239.1408233642578,139.1743927001953,158.6852264404297
Matches140,241.89659118652344,137.87579345703125,239.5933380126953,135.59030151367188,227.33895874023438
Matches141,245.66600036621094,137.46453857421875,243.2393035888672,135.35867309570312,185.8574676513672
Matches142,246.19769287109375,141.74501037597656,243.5995635986328,139.3968048095703,190.9685821533203
Matches144,248.20692443847656,88.3530502319336,245.2158966064453,85.21873474121094,113.29165649414062
Matches145,251.4105987548828,313.07440185546875,246.51637268066406,306.7215576171875,109.7952651977539
Matches146,253.8634033203125,158.72508239746094,252.10421752929688,156.79840087890625,201.615966796875
Matches147,261.355224609375,166.19711303710938,259.54718017578125,164.62042236328125,165.22711181640625
Matches148,266.1162414550781,109.204833984375,262.8621520996094,105.21810913085938,199.9349822998047
Matches149,267.2070617675781,162.1285858154297,265.2589111328125,160.60289001464844,140.9006805419922
Matches150,267.2070617675781,162.1285858154297,265.2589111328125,160.60289001464844,201.94058227539062
Matches151,271.8526306152344,167.49267578125,270.0777587890625,165.00796508789062,203.12803649902344
Matches152,272.134765625,145.15525817871094,269.73358154296875,146.6529998779297,210.39012145996094
Matches153,275.6717224121094,364.67303466796875,272.4249572753906,357.75811767578125,50.08992004394531
Matches154,276.513916015625,187.55931091308594,276.5062255859375,184.95135498046875,194.7870635986328
Matches155,283.4161682128906,116.82781982421875,279.7505187988281,112.2054214477539,216.6402587890625
Matches156,287.8876037597656,356.84234619140625,281.86474609375,350.8914794921875,115.65033721923828
Matches157,288.7137756347656,134.63861083984375,282.83184814453125,134.11412048339844,192.33824157714844
Matches161,319.0809631347656,365.7884826660156,314.1737976074219,358.1793518066406,165.01515197753906
Matches162,321.7322082519531,191.76158142089844,321.33306884765625,190.902587890625,206.67123413085938
Matches164,329.1591796875,349.8852233886719,325.65277099609375,348.22943115234375,235.30618286132812
Matches165,335.8700866699219,349.021484375,333.1380920410156,346.1551818847656,185.07025146484375
Matches167,341.22955322265625,90.96952819824219,338.19903564453125,87.84891510009766,66.17401123046875
Matches168,349.01806640625,96.78076171875,346.5948791503906,94.75786590576172,232.11634826660156
Matches169,352.6741638183594,88.96354675292969,350.4145812988281,85.37799072265625,122.18019104003906
Matches170,355.8371276855469,83.1508560180664,354.20574951171875,80.92428588867188,185.00540161132812
Matches172,404.4758605957031,308.8995056152344,403.9840087890625,306.7791748046875,140.50978088378906
