,x_query,y_query,x_train,y_train,Distance
Matches103,277.2197570800781,405.1678466796875,267.0217590332031,394.8494873046875,135.34400939941406
Matches104,279.1402282714844,222.26901245117188,283.8186950683594,226.97271728515625,133.18783569335938
Matches105,282.36688232421875,269.4404296875,288.2026672363281,274.76934814453125,105.0951919555664
Matches106,283.124267578125,229.98471069335938,288.1586608886719,234.92745971679688,167.2752227783203
Matches107,286.0032653808594,260.84368896484375,292.11529541015625,268.0318603515625,129.31744384765625
Matches108,292.6208190917969,208.04776000976562,300.001708984375,214.76434326171875,208.3338623046875
Matches109,296.420654296875,437.542724609375,281.4294128417969,423.0596618652344,158.5212860107422
Matches110,298.3823547363281,396.01080322265625,283.504150390625,381.101318359375,142.51315307617188
Matches111,298.7691955566406,185.91917419433594,310.3629455566406,197.9402618408203,194.85379028320312
Matches112,299.0074462890625,433.06134033203125,284.7146911621094,419.1373291015625,143.62799072265625
Matches113,299.0074462890625,433.06134033203125,284.7146911621094,419.1373291015625,190.3181610107422
Matches114,299.9213562011719,135.22665405273438,323.4764404296875,159.92530822753906,189.87364196777344
Matches115,300.93170166015625,137.6980743408203,323.4764404296875,159.92530822753906,152.70559692382812
Matches116,302.4587707519531,365.3468933105469,286.0322570800781,348.7956237792969,108.2728042602539
Matches117,310.064208984375,438.4570617675781,295.3159484863281,423.5711975097656,96.86072540283203
Matches118,310.064208984375,438.4570617675781,295.3159484863281,423.5711975097656,185.76060485839844
Matches119,313.10723876953125,366.3916015625,297.0528259277344,350.2809143066406,85.46929168701172
Matches120,313.5201110839844,359.7135925292969,297.59423828125,343.86224365234375,68.90573120117188
Matches121,326.2726135253906,290.1559143066406,319.0865173339844,283.8024597167969,222.7105712890625
Matches122,326.27362060546875,379.1309814453125,297.9195556640625,363.0072937011719,166.87120056152344
Matches123,328.61492919921875,366.3042907714844,286.0322570800781,348.7956237792969,178.924560546875
Matches124,329.8108825683594,436.8547058105469,315.087158203125,422.3282470703125,145.9657440185547
Matches125,337.9966125488281,432.0689697265625,323.3856506347656,417.35137939453125,144.28097534179688
Matches126,339.5012512207031,368.44512939453125,323.317138671875,352.193359375,122.23338317871094
Matches127,339.89288330078125,360.68096923828125,323.77166748046875,344.51239013671875,103.46980285644531
Matches128,340.4255065917969,303.9593505859375,329.9971008300781,293.5877990722656,109.43948364257812
Matches129,343.07672119140625,289.9664611816406,333.6365661621094,282.2710876464844,192.94818115234375
Matches130,344.2586669921875,314.0035705566406,333.7633056640625,302.62457275390625,150.02333068847656
Matches131,353.6458435058594,96.20904541015625,375.3592529296875,120.01620483398438,195.0179443359375
Matches132,353.6458435058594,96.20904541015625,375.3592529296875,120.01620483398438,190.8271484375
Matches133,355.2646179199219,450.0116882324219,339.07763671875,433.40325927734375,132.88340759277344
Matches134,355.8641052246094,441.54132080078125,340.2939453125,425.85565185546875,138.93524169921875
Matches135,356.1408996582031,426.8500671386719,338.6741638183594,411.08599853515625,215.20687866210938
Matches136,356.44354248046875,391.1665954589844,339.1588439941406,375.099365234375,123.29639434814453
Matches137,364.9917297363281,447.1659240722656,348.6402893066406,430.6401672363281,112.32987213134766
Matches138,371.0988464355469,443.11212158203125,355.2841491699219,426.9392395019531,170.98829650878906
Matches139,372.0422668457031,451.6890563964844,355.47662353515625,435.1097106933594,159.94061279296875
Matches140,372.9661560058594,440.9872741699219,357.5517578125,427.2328796386719,162.59765625
Matches141,373.8349304199219,391.7427673339844,355.9006042480469,375.4206237792969,95.4620361328125
Matches142,373.8349304199219,391.7427673339844,355.9006042480469,375.4206237792969,91.5969467163086
Matches143,378.16119384765625,297.35833740234375,365.1141052246094,285.87860107421875,249.51953125
